Symbol,Company Name,Regulation,Type of Submission,Broadcast Date/Time,Details URL,Scrip Code,NSE Symbol,MSEI Symbol,Name of Signatory,Designation of Signatory,Sr. No.,Type of Instrument,Category of Person,Name of Person,CIN/DIN,Securities Held Prior (No.),Securities Held Prior (%),Securities Acquired/Disposed (No.),Securities Acquired/Disposed (Value),Transaction Type,Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Date of Intimation,Exchange,Notes
SIEMENS,SIEMENS LIMITED,Regulation 7 (2),Original,09-Jun-2026 19:34:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_193426528_WEB.html,500550,SIEMENS,NOTLISTED,KETAN THAKER,Company Secretary and Compliance Officer,2,Equity,Promoter,Siemens Energy Holdco B.V.,,3302987,0.93%,3302987,"11,612,014,127.00",Sell,0,0.00%,08-06-2026,08-06-2026,Inter-se-Transfer,09-06-2026,,
NRBBEARING,NRB BEARING LIMITED,Regulation 7 (2),Original,09-Jun-2026 18:11:17,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_181117899_WEB.html,530367,NRBBEARING,NA,Ms. Khyati Danani,Company Secretary and Compliance Officer,1,Equity,Promoter,Trilochan Singh Sahney Trust 1,,4881175,5.04%,4370000,"1,704,300,000.00",Sell,511175,0.53%,08-06-2026,08-06-2026,Market Sale,09-06-2026,,
PAISALO,PAISALO DIGITAL LIMITED,Regulation 7 (2),Original,09-Jun-2026 17:51:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_175158697_WEB.html,532900,PAISALO,NOTLISTED,MANENDRA SINGH,Company Secretary and Compliance Officer,1,Equity,Promoter Group,Pri Caf Private Limited,U45400DL2007PTC169694,31274400,3.44%,1810000,"107,405,400.00",Pledge Revoke,31274400,3.44%,09-06-2026,09-06-2026,Pledge Release,09-06-2026,,
PAISALO,PAISALO DIGITAL LIMITED,Regulation 7 (2),Original,09-Jun-2026 17:51:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_175158697_WEB.html,532900,PAISALO,NOTLISTED,MANENDRA SINGH,Company Secretary and Compliance Officer,2,Equity,Promoter Group,Pro Fitcch Private Limited,U24233UP2002PTC027023,29517220,3.25%,1810000,"107,405,400.00",Pledge Revoke,29517220,3.25%,09-06-2026,09-06-2026,Pledge Release,09-06-2026,,
PAISALO,PAISALO DIGITAL LIMITED,Regulation 7 (2),Original,09-Jun-2026 17:51:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_175158697_WEB.html,532900,PAISALO,NOTLISTED,MANENDRA SINGH,Company Secretary and Compliance Officer,3,Equity,Promoter Group,Equilibrated Venture Cflow Private Limited,U72502UP2008PTC191892,193989880,21.33%,4909002,"291,300,179.00",Pledge Revoke,193989880,21.33%,09-06-2026,09-06-2026,Pledge Release,09-06-2026,,
ARCHIDPLY,ARCHIDPLY INDUSTRIES LIMITED,Regulation 7 (2),Original,09-Jun-2026 17:19:06,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_171906551_WEB.html,532994,ARCHIDPLY,NOTLISTED,ATUL KRISHNA PANDEY,Company Secretary and Compliance Officer,1,Equity,Promoter,ASSAM TIMBER PRODUCTS PRIVATE LIMITED,U20211AS1979PTC001789,2255786,11.36%,2827850,0.00,Buy,5083636,25.60%,05-06-2026,05-06-2026,Scheme of Amalgamation/Merger/Demerger/Arrangement,06-06-2026,,
ARCHIDPLY,ARCHIDPLY INDUSTRIES LIMITED,Regulation 7 (2),Original,09-Jun-2026 17:19:06,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_171906551_WEB.html,532994,ARCHIDPLY,NOTLISTED,ATUL KRISHNA PANDEY,Company Secretary and Compliance Officer,2,Equity,Promoter,RAVI MARKETING AND SERVICES PRIVATE LIMITED,U67120AS1986PTC019084,2827850,14.24%,2827850,0.00,Sell,0,0.00%,05-06-2026,05-06-2026,Scheme of Amalgamation/Merger/Demerger/Arrangement,06-06-2026,,
ARCHIDPLY,ARCHIDPLY INDUSTRIES LIMITED,Regulation 7 (2),Original,09-Jun-2026 17:19:06,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_171906551_WEB.html,532994,ARCHIDPLY,NOTLISTED,ATUL KRISHNA PANDEY,Company Secretary and Compliance Officer,3,Equity,Promoter,SHREE SHYAM TEA PVT LTD,U01132AS1988PTC003049,277900,1.40%,3943509,0.00,Buy,4221409,21.25%,05-06-2026,05-06-2026,Scheme of Amalgamation/Merger/Demerger/Arrangement,06-06-2026,,
ARCHIDPLY,ARCHIDPLY INDUSTRIES LIMITED,Regulation 7 (2),Original,09-Jun-2026 17:19:06,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_171906551_WEB.html,532994,ARCHIDPLY,NOTLISTED,ATUL KRISHNA PANDEY,Company Secretary and Compliance Officer,4,Equity,Promoter,VANRAJ SUPPLIERS PVT. LTD,U51909AS1995PTC019086,3943509,19.85%,3943509,0.00,Sell,0,0.00%,05-06-2026,05-06-2026,Scheme of Amalgamation/Merger/Demerger/Arrangement,06-06-2026,,
NCLIND,NCL INDUSTRIES LIMITED,Regulation 7 (2),Original,09-Jun-2026 16:50:04,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_165004685_WEB.html,502168,NCLIND,NOTLISTED,M.DIVYA BHARATHI,Company Secretary and Compliance Officer,1,Equity,Promoter Group,G.T.SANDEEP,,81722,0.18%,20000,"3,620,000.00",Sell,61722,0.14%,05-06-2026,05-06-2026,Inter-se-Transfer,08-06-2026,,
NCLIND,NCL INDUSTRIES LIMITED,Regulation 7 (2),Original,09-Jun-2026 16:50:04,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_165004685_WEB.html,502168,NCLIND,NOTLISTED,M.DIVYA BHARATHI,Company Secretary and Compliance Officer,2,Equity,Promoter and Director,Kalidindi Ravi,00720811,3117444,6.89%,7064,"1,278,584.00",Buy,3124508,6.91%,08-06-2026,08-06-2026,Market Purchase,09-06-2026,,
DTIL,DHUNSERI TEA & INDUSTRIES LIMITED,Regulation 7 (2),Original,09-Jun-2026 15:22:35,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_152235624_WEB.html,538902,DTIL,NOTLISTED,URMI BHOTIKA,Company Secretary and Compliance Officer,1,Equity,Promoter Group,Naga Dhunseri Group Limited,L01132WB1918PLC003029,5733221,54.56%,11000,"1,468,500.00",Buy,5744221,54.67%,02-06-2026,03-06-2026,Market Purchase,05-06-2026,,
VISAKAIND,Visaka Industries Limited,Regulation 7 (2),Original,09-Jun-2026 13:05:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_130524777_WEB.html,509055,VISAKAIND,NOTLISTED,Ramakanth Kunapuli,Company Secretary and Compliance Officer,1,Equity,Promoter Group,VIGILANCE SECURITY SERVICES PRIVATE LIMITED,U45100TG1989PTC010383,4183962,4.84%,1883,"135,847.00",Buy,4185845,4.84%,08-06-2026,08-06-2026,Market Purchase,09-06-2026,,
VISAKAIND,Visaka Industries Limited,Regulation 7 (2),Original,09-Jun-2026 13:05:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260609_130524777_WEB.html,509055,VISAKAIND,NOTLISTED,Ramakanth Kunapuli,Company Secretary and Compliance Officer,2,Equity,Promoter Group,VIGILANCE SECURITY SERVICES PRIVATE LIMITED,U45100TG1989PTC010383,4185845,4.84%,36217,"2,612,837.00",Buy,4222062,4.89%,08-06-2026,08-06-2026,Market Purchase,09-06-2026,,
NCLIND,NCL INDUSTRIES LIMITED,Regulation 7 (2),Original,08-Jun-2026 21:32:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_213258679_WEB.html,502168,NCLIND,NOTLISTED,M.DIVYA BHARATHI,Company Secretary and Compliance Officer,1,Equity,Promoter and Director,Kalidindi Ravi,00720811,3097183,6.84%,261,"46,589.00",Buy,3097444,6.85%,05-06-2026,05-06-2026,Market Purchase,06-06-2026,,
NCLIND,NCL INDUSTRIES LIMITED,Regulation 7 (2),Original,08-Jun-2026 21:32:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_213258679_WEB.html,502168,NCLIND,NOTLISTED,M.DIVYA BHARATHI,Company Secretary and Compliance Officer,2,Equity,Promoter and Director,Kalidindi Ravi,00720811,3097444,6.85%,20000,"3,620,000.00",Buy,3117444,6.89%,05-06-2026,05-06-2026,Inter-se-Transfer,06-06-2026,,
MOTILALOFS,Motilal Oswal Financial Services Limited,Regulation 7 (2),Original,08-Jun-2026 20:14:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_201434533_WEB.html,532892,MOTILALOFS,NOTLISTED,Kailash Purohit,Company Secretary and Compliance Officer,1,Equity,Promoter Group,Vimla Motilal Oswal,,9912516,1.65%,910000,"766,675,000.00",Sell,9002516,1.50%,08-06-2026,08-06-2026,Inter-se-Transfer,08-06-2026,,
MOTILALOFS,Motilal Oswal Financial Services Limited,Regulation 7 (2),Original,08-Jun-2026 20:14:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_201434533_WEB.html,532892,MOTILALOFS,NOTLISTED,Kailash Purohit,Company Secretary and Compliance Officer,2,Equity,Promoter,Raamdeo Ramgopal Agrawal,,125607260,20.86%,910000,"766,675,000.00",Sell,124697260,20.71%,08-06-2026,08-06-2026,Inter-se-Transfer,08-06-2026,,
MOTILALOFS,Motilal Oswal Financial Services Limited,Regulation 7 (2),Original,08-Jun-2026 20:14:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_201434533_WEB.html,532892,MOTILALOFS,NOTLISTED,Kailash Purohit,Company Secretary and Compliance Officer,3,Equity,Promoter Group,Motilal Oswal Foundation,,0,0.00%,1455000,"1,225,837,500.00",Buy,1455000,0.24%,08-06-2026,08-06-2026,Inter-se-Transfer,08-06-2026,,
MOTILALOFS,Motilal Oswal Financial Services Limited,Regulation 7 (2),Original,08-Jun-2026 20:14:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_201434533_WEB.html,532892,MOTILALOFS,NOTLISTED,Kailash Purohit,Company Secretary and Compliance Officer,4,Equity,Promoter Group,Motilal Oswal Healthcare Foundation,,0,0.00%,365000,"307,512,500.00",Buy,365000,0.06%,08-06-2026,08-06-2026,Inter-se-Transfer,08-06-2026,,
MOTILALOFS,Motilal Oswal Financial Services Limited,Regulation 7 (2),Original,08-Jun-2026 20:14:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_201434533_WEB.html,532892,MOTILALOFS,NOTLISTED,Kailash Purohit,Company Secretary and Compliance Officer,5,Equity,Promoter Group,Motilal Oswal Foundation,,1455000,0.24%,1455000,"1,225,837,500.00",Sell,0,0.00%,08-06-2026,08-06-2026,Block Deal,08-06-2026,,
MOTILALOFS,Motilal Oswal Financial Services Limited,Regulation 7 (2),Original,08-Jun-2026 20:14:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_201434533_WEB.html,532892,MOTILALOFS,NOTLISTED,Kailash Purohit,Company Secretary and Compliance Officer,6,Equity,Promoter Group,Motilal Oswal Healthcare Foundation,,365000,0.06%,365000,"307,512,500.00",Sell,0,0.00%,08-06-2026,08-06-2026,Block Deal,08-06-2026,,
DBCORP,D.B.Corp Limited,Regulation 7 (2),Original,08-Jun-2026 18:53:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_185302510_WEB.html,533151,DBCORP,NOTLISTED,Om Prakash Pandey,Company Secretary and Compliance Officer,1,Equity,Promoter and Director,Sudhir Agarwal,00051407,6523000,3.66%,99795,"20,487,914.00",Buy,6622795,3.72%,03-06-2026,03-06-2026,Inheritance,05-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,08-Jun-2026 18:16:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_181625213_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,Authorised Signatory,1,Equity,Other,JSW Steel Employees Welfare Trust -  OPJ ESOP Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4557426,0.19%,1339,"1,752,442.00",Sell,4556087,0.19%,03-06-2026,03-06-2026,Market Sale,05-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,08-Jun-2026 18:16:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_181625213_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,Authorised Signatory,2,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4556087,0.19%,453,"592,880.00",Sell,4555634,0.19%,03-06-2026,03-06-2026,Market Sale,05-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,08-Jun-2026 18:16:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_181625213_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,Authorised Signatory,3,Equity,Other,JSW Steel Employees Welfare Trust -  OPJ ESOP Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4555634,0.19%,4280,"4,280.00",Sell,4551354,0.19%,03-06-2026,03-06-2026,Off Market,05-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,08-Jun-2026 18:16:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_181625213_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,Authorised Signatory,4,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4551354,0.19%,2458,"2,458.00",Sell,4548896,0.19%,03-06-2026,03-06-2026,Off Market,05-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,08-Jun-2026 18:16:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_181625213_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,Authorised Signatory,5,Equity,Other,JSW Steel Employees Welfare Trust -  OPJ ESOP Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4548896,0.19%,714,"926,450.00",Sell,4548182,0.19%,04-06-2026,04-06-2026,Market Sale,08-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,08-Jun-2026 18:16:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_181625213_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,Authorised Signatory,6,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4548182,0.19%,1,"1,297.00",Sell,4548181,0.19%,04-06-2026,04-06-2026,Market Sale,08-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,08-Jun-2026 18:16:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_181625213_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,Authorised Signatory,7,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4548181,0.19%,96,"123,043.00",Sell,4548085,0.19%,05-06-2026,05-06-2026,Market Sale,08-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,08-Jun-2026 18:16:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_181625213_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,Authorised Signatory,8,Equity,Other,JSW Steel Employees Welfare Trust -  OPJ ESOP Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4548085,0.19%,734,"926,315.00",Sell,4547351,0.19%,08-06-2026,08-06-2026,Market Sale,08-06-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,08-Jun-2026 18:16:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_181625213_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,Authorised Signatory,9,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,4547351,0.19%,631,"796,637.00",Sell,4546720,0.19%,08-06-2026,08-06-2026,Market Sale,08-06-2026,,
GRAVITA,GRAVITA INDIA LIMITED,Regulation 7 (2),Original,08-Jun-2026 17:33:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_173322156_WEB.html,533282,GRAVITA,NOTLISTED,NITIN GUPTA,Company Secretary and Compliance Officer,1,Equity,Trust,Gravita Employee Welfare Trust,,973663,1.32%,500,"819,142.00",Sell,973163,1.32%,05-06-2026,05-06-2026,Market Sale,06-06-2026,,
CREST,CREST VENTURES LIMITED,Regulation 7 (3),Original,08-Jun-2026 17:06:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_170602147_WEB.html,511413,CREST,NOTLISTED,NAMITA BAPNA,Company Secretary and Compliance Officer,1,Equity,Connected Person,HEMANT PRATAPBHAI KOTAK,,116000,0.40%,116000,"39,883,456.00",Sell,0,0.00%,05-06-2026,05-06-2026,Market Sale,08-06-2026,,
ALICON,ALICON CASTALLOY LIMITED,Regulation 7 (2),Original,08-Jun-2026 16:47:43,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_164743943_WEB.html,531147,ALICON,NOTLISTED,SHAILENDRAJIT RAI,Director,1,Equity,KMP,Vimal Gupta,L99999PN1990PLC059487,115900,0.71%,4700,"3,075,540.00",Sell,111200,0.68%,04-06-2026,05-06-2026,Market Sale,08-06-2026,,
SINCLAIR,SINCLAIRS HOTELS LIMITED,Regulation 7 (2),Original,08-Jun-2026 16:21:49,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_162149284_WEB.html,523023,SINCLAIR,NOTLISTED,DIPAK KUMAR SHAW,Company Secretary and Compliance Officer,1,Equity,Promoter,NAVIN CHAND SUCHANTI,00273663,3410825,6.65%,102253,"7,607,523.00",Buy,3513078,6.85%,04-06-2026,05-06-2026,Market Purchase,08-06-2026,,
KCP,KCP LIMITED,Regulation 7 (2),Original,08-Jun-2026 15:50:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_155020715_WEB.html,590066,KCP,NOTLISTED,VIJAYAKUMAR YAZALI,Company Secretary and Compliance Officer,1,Equity,Promoter,DR. V.L. INDIRA DUTT,00139883,10239673,7.94%,13358,"2,148,509.00",Buy,10253031,7.95%,04-06-2026,05-06-2026,Market Purchase,08-06-2026,,
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,Regulation 7 (2),Original,08-Jun-2026 13:44:42,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260608_134442804_WEB.html,544484,BLUESTONE,NOTLISTED,GAURAV SINGH KUSHWAHA,Director,1,Equity,Designated Person,Kshitij Arora,,9963,0.01%,1800,"982,116.00",Sell,8163,0.01%,04-06-2026,04-06-2026,Market Sale,04-06-2026,,
APOLLO,APOLLO MICRO SYSTEMS LIMITED,Regulation 7 (2),Original,07-Jun-2026 18:52:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260607_185200320_WEB.html,540879,APOLLO,NOTLISTED,G SESHADRI VASAN,Company Secretary and Compliance Officer,1,Equity,Other,VARADA MADHUSUDHAN RAO,,10000,0.00%,10000,"4,200,000.00",Sell,0,0.00%,05-06-2026,05-06-2026,Market Sale,06-06-2026,,
SIYSIL,SIYARAM SILK MILLS LIMITED,Regulation 7 (2),Original,06-Jun-2026 17:11:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260606_171134637_WEB.html,503811,SIYSIL,NOTLISTED,MAHIPAL THAKUR,Company Secretary and Compliance Officer,1,Equity,Promoter,ABHISHEK S PODDAR,,200077,0.44%,200000,"122,509,066.00",Sell,77,0.00%,05-06-2026,05-06-2026,Market Sale,06-06-2026,,
SIYSIL,SIYARAM SILK MILLS LIMITED,Regulation 7 (2),Original,06-Jun-2026 17:11:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260606_171134637_WEB.html,503811,SIYSIL,NOTLISTED,MAHIPAL THAKUR,Company Secretary and Compliance Officer,2,Equity,Promoter Group,DPP ENTERPRISES LLP,,445408,0.98%,200000,"123,293,344.00",Buy,645408,1.42%,05-06-2026,05-06-2026,Market Purchase,06-06-2026,,
AIAENG,AIA Engineering Limited,Regulation 7 (3),Original,06-Jun-2026 14:38:04,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260606_143804531_WEB.html,532683,AIAENG,NOTLISTED,S. N. Jetheliya,Company Secretary and Compliance Officer,1,Equity,Connected Person,Balkrishna Fatehlal Shah,,27005,0.03%,900,"4,256,828.00",Sell,26105,0.03%,05-06-2026,05-06-2026,Market Sale,05-06-2026,,
AEROENTER,AEROFLEX ENTERPRISES LIMITED,Regulation 7 (2),Original,05-Jun-2026 20:45:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_204514271_WEB.html,511076,AEROENTER,NOTLISTED,ALKA PREMKUMAR GUPTA,Company Secretary and Compliance Officer,1,Equity,Promoter Group,A Flex Invest Private Limited,U51100MH2012PTC227454,7500000,6.63%,233500,"23,753,120.00",Buy,7733500,6.84%,04-06-2026,05-06-2026,Market Purchase,05-06-2026,,
DBOL,Dhampur Bio Organics Limited,Regulation 7 (2),Original,05-Jun-2026 19:18:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_191816067_WEB.html,543593,DBOL,NA,Ashu Rawat,Company Secretary and Compliance Officer,1,Equity,Trust,DBO Employee Welfare Trust,,599000,0.90%,15000,"1,641,041.00",Buy,614000,0.92%,04-06-2026,04-06-2026,Market Purchase,05-06-2026,,
DBOL,Dhampur Bio Organics Limited,Regulation 7 (2),Original,05-Jun-2026 19:18:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_191816067_WEB.html,543593,DBOL,NA,Ashu Rawat,Company Secretary and Compliance Officer,2,Equity,Trust,DBO Employee Welfare Trust,,614000,0.92%,5383,"589,439.00",Buy,619383,0.93%,05-06-2026,05-06-2026,Market Purchase,05-06-2026,,
KPEL,K.P. Energy Limited,Regulation 7 (2),Original,05-Jun-2026 18:48:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_184840517_WEB.html,539686,KPEL,NOTLISTED,Karmit Sheth,Company Secretary and Compliance Officer,1,Equity,KMP,Shabana Virender Bajari,,4465,0.01%,3915,"129,195.00",Buy,8380,0.01%,01-06-2026,01-06-2026,ESOP,03-06-2026,,
KPEL,K.P. Energy Limited,Regulation 7 (2),Original,05-Jun-2026 18:48:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_184840517_WEB.html,539686,KPEL,NOTLISTED,Karmit Sheth,Company Secretary and Compliance Officer,2,Equity,Designated Person,Unmesh Anilkumar Bhatt,,10278,0.02%,32950,"1,087,350.00",Buy,43228,0.06%,01-06-2026,01-06-2026,ESOP,03-06-2026,,
KPEL,K.P. Energy Limited,Regulation 7 (2),Original,05-Jun-2026 18:48:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_184840517_WEB.html,539686,KPEL,NOTLISTED,Karmit Sheth,Company Secretary and Compliance Officer,3,Equity,Designated Person,Nilam R Desai,,1800,0.00%,31889,"1,052,337.00",Buy,33689,0.05%,01-06-2026,01-06-2026,ESOP,03-06-2026,,
KPEL,K.P. Energy Limited,Regulation 7 (2),Original,05-Jun-2026 18:48:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_184840517_WEB.html,539686,KPEL,NOTLISTED,Karmit Sheth,Company Secretary and Compliance Officer,4,Equity,Designated Person,Satishbhai B Kanani,,1377,0.00%,14627,"482,691.00",Buy,16004,0.02%,01-06-2026,01-06-2026,ESOP,03-06-2026,,
SAHLIBHFI,Shalibhadra Finance Limited,Regulation 7 (2),Original,05-Jun-2026 17:59:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_175953629_WEB.html,511754,SAHLIBHFI,NOTLISTED,Vatsal Doshi,Director,1,Equity,Promoter Group,Ayushi Minesh Doshi,08831990,754100,2.44%,100000,"8,294,696.00",Buy,854100,2.77%,05-06-2026,05-06-2026,Market Purchase,05-06-2026,,
SAHLIBHFI,Shalibhadra Finance Limited,Regulation 7 (2),Original,05-Jun-2026 17:43:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_174340499_WEB.html,511754,SAHLIBHFI,NOTLISTED,Vatsal Doshi,Director,1,Equity,Promoter Group,Ayushi Minesh Doshi,08831990,754100,2.44%,100000,"8,294,696.00",Buy,854100,2.77%,05-06-2026,05-06-2026,Market Purchase,05-06-2026,,
AQYLON,AQYLON NEXUS LIMITED,Regulation 7 (2),Original,05-Jun-2026 16:47:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_164758403_WEB.html,530943,AQYLON,NOTLISTED,SRIVATSAVA SUNKARA,Director,1,Equity,Promoter,KURJIBHAI PREMJIBHAI RUPARELIYA,05109049,123322428,48.60%,3758170,"211,133,991.00",Sell,119564258,47.12%,04-06-2026,04-06-2026,Market Sale,05-06-2026,,
NIITLTD,NIIT Limited,Regulation 7 (2),Original,05-Jun-2026 15:59:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_155928784_WEB.html,500304,NIITLTD,NOTLISTED,Arpita Bisaria Malhotra,Company Secretary and Compliance Officer,1,Equity,Promoter Group,Pawar Family Trust,,25308170,18.54%,860000,"79,060,200.00",Buy,26168170,19.17%,03-06-2026,04-06-2026,Market Purchase,05-06-2026,,
NIITLTD,NIIT Limited,Regulation 7 (2),Original,05-Jun-2026 15:59:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_155928784_WEB.html,500304,NIITLTD,NOTLISTED,Arpita Bisaria Malhotra,Company Secretary and Compliance Officer,2,Equity,Promoter Group,Thadani Family Trust,,25856754,18.94%,860000,"79,048,981.00",Buy,26716754,19.57%,03-06-2026,04-06-2026,Market Purchase,05-06-2026,,
UTLSOLAR,Fujiyama Power Systems Limited,Regulation 7 (2),Original,05-Jun-2026 15:29:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_152912801_WEB.html,544613,UTLSOLAR,NOTLISTED,Mayuri Gupta,Company Secretary and Compliance Officer,1,Equity,Designated Person,Pradeep Kumar,,27315,0.00%,1000,"275,000.00",Sell,26315,0.00%,20-05-2026,20-05-2026,Market Sale,20-05-2026,,
UTLSOLAR,Fujiyama Power Systems Limited,Regulation 7 (2),Original,05-Jun-2026 15:29:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_152912801_WEB.html,544613,UTLSOLAR,NOTLISTED,Mayuri Gupta,Company Secretary and Compliance Officer,2,Equity,Designated Person,Pradeep Kumar,,26315,0.00%,12515,"3,845,724.00",Sell,13800,0.00%,02-06-2026,02-06-2026,Market Sale,03-06-2026,,
UTLSOLAR,Fujiyama Power Systems Limited,Regulation 7 (2),Original,05-Jun-2026 15:29:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_152912801_WEB.html,544613,UTLSOLAR,NOTLISTED,Mayuri Gupta,Company Secretary and Compliance Officer,3,Equity,Designated Person,Afroz Ahmed,,24133,0.00%,17460,"5,362,700.00",Sell,6673,0.00%,02-06-2026,02-06-2026,Market Sale,03-06-2026,,
UTLSOLAR,Fujiyama Power Systems Limited,Regulation 7 (2),Original,05-Jun-2026 15:29:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260605_152912801_WEB.html,544613,UTLSOLAR,NOTLISTED,Mayuri Gupta,Company Secretary and Compliance Officer,4,Equity,Designated Person,Ajay Maurya,,12138,0.00%,3183,"1,002,645.00",Sell,8955,0.00%,02-06-2026,02-06-2026,Market Sale,03-06-2026,,
