Symbol,Company Name,Regulation,Type of Submission,Broadcast Date/Time,Details URL,Scrip Code,NSE Symbol,MSEI Symbol,Name of Signatory,Designation of Signatory,Sr. No.,Type of Instrument,Category of Person,Name of Person,CIN/DIN,Securities Held Prior (No.),Securities Held Prior (%),Securities Acquired/Disposed (No.),Securities Acquired/Disposed (Value),Transaction Type,Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Date of Intimation,Exchange,Notes
WIPRO,WIPRO LIMITED,Regulation 7 (2),Original,15-May-2026 17:24:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260515_172414_WEB.html,507685,WIPRO,NOTLISTED,M SANAULLA KHAN,,1,Any other instrument,Designated Person,Ateet Jayaswal,,51046,0.00%,32991,"5,711,616.00",Sell,18055,0.00%,13-05-2026,13-05-2026,Market Sale,15-05-2026,,
INFY,Infosys Limited,Regulation 7 (2),Original,15-May-2026 15:50:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260515_155037_WEB.html,500209,INFY,NOTLISTED,Manikantha A.G.S,,1,Equity,Trust,Infosys Employee Benefits Trust,,8397133,0.20%,35850,"39,125,256.00",Sell,8361283,0.20%,14-05-2026,14-05-2026,Market Sale,14-05-2026,,
SASKEN,Sasken Technologies Limited,Regulation 7 (2),Original,14-May-2026 21:32:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_213233_WEB.html,532663,SASKEN,NOTLISTED,Paawan Bhargava,,1,Equity,Employee,Ruchir Gulati,,1500,0.01%,1000,"1,800,827.00",Sell,500,0.00%,13-05-2026,13-05-2026,Market Sale,14-05-2026,,
SASKEN,Sasken Technologies Limited,Regulation 7 (2),Original,14-May-2026 21:32:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_213233_WEB.html,532663,SASKEN,NOTLISTED,Paawan Bhargava,,2,Equity,Employee,SanjayKumar R,,982,0.01%,980,"1,765,914.00",Sell,2,0.00%,12-05-2026,12-05-2026,Market Sale,14-05-2026,,
SASKEN,Sasken Technologies Limited,Regulation 7 (2),Original,14-May-2026 21:32:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_213233_WEB.html,532663,SASKEN,NOTLISTED,Paawan Bhargava,,3,Equity,Employee,Sahana Shamrao Deshpande,,500,0.00%,500,"841,203.00",Sell,0,0.00%,12-05-2026,12-05-2026,Market Sale,13-05-2026,,
SASKEN,Sasken Technologies Limited,Regulation 7 (2),Original,14-May-2026 21:32:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_213233_WEB.html,532663,SASKEN,NOTLISTED,Paawan Bhargava,,4,Equity,Employee,Lata Narayan Bhat,,140,0.00%,140,"253,431.00",Sell,0,0.00%,12-05-2026,12-05-2026,Market Sale,13-05-2026,,
SASKEN,Sasken Technologies Limited,Regulation 7 (2),Original,14-May-2026 21:32:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_213233_WEB.html,532663,SASKEN,NOTLISTED,Paawan Bhargava,,5,Equity,Employee,Tharun Kumar Mudigolam,,500,0.00%,200,"362,090.00",Sell,300,0.00%,12-05-2026,12-05-2026,Market Sale,13-05-2026,,
SASKEN,Sasken Technologies Limited,Regulation 7 (2),Original,14-May-2026 21:32:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_213233_WEB.html,532663,SASKEN,NOTLISTED,Paawan Bhargava,,6,Equity,Employee,Vinay Chandrashekhar Harugop,,600,0.00%,300,"535,263.00",Sell,300,0.00%,13-05-2026,13-05-2026,Market Sale,14-05-2026,,
SASKEN,Sasken Technologies Limited,Regulation 7 (2),Original,14-May-2026 21:32:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_213233_WEB.html,532663,SASKEN,NOTLISTED,Paawan Bhargava,,7,Equity,Employee,Shwetha Ramnath,,500,0.00%,500,"841,237.00",Sell,0,0.00%,12-05-2026,12-05-2026,Market Sale,13-05-2026,,
BAJFINANCE,BAJAJ FINANCE LIMITED,Regulation 7 (2),Original,14-May-2026 20:08:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_200832_WEB.html,500034,BAJFINANCE,NOTLISTED,R VIJAY,,1,Equity,Director,RAJEEV JAIN,01550158,1699500,0.03%,353630,"106,188,016.00",Buy,2053130,0.03%,08-05-2026,08-05-2026,ESOP,12-05-2026,,
BAJFINANCE,BAJAJ FINANCE LIMITED,Regulation 7 (2),Original,14-May-2026 20:08:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_200832_WEB.html,500034,BAJFINANCE,NOTLISTED,R VIJAY,,2,Equity,Director,RAJEEV JAIN,01550158,2053130,0.03%,353630,"338,070,280.00",Pledge,2053130,0.03%,08-05-2026,08-05-2026,Pledge Creation,12-05-2026,,
BAJFINANCE,BAJAJ FINANCE LIMITED,Regulation 7 (2),Original,14-May-2026 20:08:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_200832_WEB.html,500034,BAJFINANCE,NOTLISTED,R VIJAY,,3,Equity,Director,RAJEEV JAIN,01550158,2053130,0.03%,353630,"337,716,650.00",Pledge Revoke,2053130,0.03%,08-05-2026,08-05-2026,Pledge Release,12-05-2026,,
BAJFINANCE,BAJAJ FINANCE LIMITED,Regulation 7 (2),Original,14-May-2026 20:08:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_200832_WEB.html,500034,BAJFINANCE,NOTLISTED,R VIJAY,,4,Equity,Director,RAJEEV JAIN,01550158,2053130,0.03%,353630,"337,002,317.00",Sell,1699500,0.03%,08-05-2026,08-05-2026,Market Sale,12-05-2026,,
PNGSREVA,PNGS Reva Diamond Jewellery Limited,Regulation 7 (2),Original,14-May-2026 18:09:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_180925_WEB.html,544718,PNGSREVA,NOTLISTED,Kirti Vaidya,,1,Equity,Promoter,Govind Vishwanath Gadgil,00616617,7075424,22.33%,162000,"60,913,620.00",Buy,7237424,22.83%,14-05-2026,14-05-2026,Market Purchase,14-05-2026,,
AFFLE,Affle 3i Limited,Regulation 7 (2),Original,14-May-2026 15:59:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_155928_WEB.html,542752,AFFLE,NOTLISTED,Parmita Choudhury,,1,Equity,Trust,Affle (India) Limited Employees Welfare Trust,,194757,0.10%,4465,"6,780,160.00",Sell,190292,0.10%,13-05-2026,13-05-2026,ESOP,13-05-2026,,
STLTECH,STERLITE TECHNOLOGIES LIMITED,Regulation 7 (2),Original,14-May-2026 12:43:35,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_124335_WEB.html,532374,STLTECH,NOTLISTED,MRUNAL ASAWADEKAR,,1,Equity,Promoter Group,Navin Agarwal,,246945,0.05%,12500,"5,052,845.00",Sell,234445,0.05%,12-05-2026,12-05-2026,Market Sale,12-05-2026,,
STLTECH,STERLITE TECHNOLOGIES LIMITED,Regulation 7 (2),Original,14-May-2026 12:43:35,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260514_124335_WEB.html,532374,STLTECH,NOTLISTED,MRUNAL ASAWADEKAR,,2,Equity,Promoter Group,Navin Agarwal,,234445,0.05%,12500,"5,085,960.00",Sell,221945,0.05%,13-05-2026,13-05-2026,Market Sale,13-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,1,Equity,Designated Person,Akash Singh Rana,,0,0.00%,5000,"1,863,550.00",Buy,5000,0.00%,11-05-2026,11-05-2026,ESOP,12-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,2,Equity,Designated Person,Arun Sundaresan,,35000,0.01%,4219,"42,190.00",Buy,39219,0.01%,11-05-2026,11-05-2026,ESOP,11-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,3,Equity,Designated Person,Bhushan Shenolikar,,0,0.00%,1286,"382,970.00",Buy,1286,0.00%,11-05-2026,11-05-2026,ESOP,11-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,4,Equity,Designated Person,Brijesh Sharma,,6002,0.00%,19012,"4,245,760.00",Buy,25014,0.00%,11-05-2026,11-05-2026,ESOP,12-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,5,Equity,Designated Person,Muneesh Sud,,0,0.00%,10000,"3,727,100.00",Buy,10000,0.00%,11-05-2026,11-05-2026,ESOP,11-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,6,Equity,Designated Person,Parag Khetan,,2911,0.00%,1824,"18,240.00",Buy,4735,0.00%,11-05-2026,11-05-2026,ESOP,12-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,7,Equity,Designated Person,Pranay Sinha,,1000,0.00%,5000,"1,863,550.00",Buy,6000,0.00%,11-05-2026,11-05-2026,ESOP,12-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,8,Equity,Designated Person,Prasanjeet Sinha,,0,0.00%,769,"7,690.00",Buy,769,0.00%,11-05-2026,11-05-2026,ESOP,11-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,9,Equity,Designated Person,Rishi Garg,,0,0.00%,3749,"1,873,600.00",Buy,3749,0.00%,11-05-2026,11-05-2026,ESOP,12-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,10,Equity,Designated Person,Sambasivarao Burle,,0,0.00%,5811,"2,287,246.00",Buy,5811,0.00%,11-05-2026,11-05-2026,ESOP,12-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,11,Equity,Designated Person,Shashank Shekhar,,7890,0.00%,3000,"669,960.00",Buy,10890,0.00%,11-05-2026,11-05-2026,ESOP,13-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,12,Equity,Designated Person,Sneha Darira,,29673,0.00%,1581,"589,255.00",Buy,31254,0.01%,11-05-2026,11-05-2026,ESOP,12-05-2026,,
NAM-INDIA,Nippon Life India Asset Management Limited,Regulation 7 (2),Original,13-May-2026 18:17:33,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_181733_WEB.html,540767,NAM-INDIA,NOTLISTED,Valde Varghese,,13,Equity,Designated Person,Sushil Hari Prasad Budhia,,0,0.00%,9000,"2,009,880.00",Buy,9000,0.00%,11-05-2026,11-05-2026,ESOP,12-05-2026,,
GOACARBON,Goa Carbon Limited,Regulation 7 (2),Original,13-May-2026 16:12:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_161222_WEB.html,509567,GOACARBON,NOTLISTED,Pravin Satardekar,,1,Equity,Promoter,V. S. Dempo Holdings Private Limited,U65993GA1984PTC000570,5069040,55.39%,5069040,"2,183,742,432.00",Pledge,5069040,55.39%,11-05-2026,11-05-2026,Pledge Creation,13-05-2026,,
BCONCEPTS,BRAND CONCEPTS LIMITED,Regulation 7 (2),Original,13-May-2026 12:36:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_123640_WEB.html,543442,BCONCEPTS,NOTLISTED,SWATI GUPTA,,1,Equity,Promoter,Pradeep Maheshwari,00039335,2468853,19.78%,1624220,0.00,Sell,844633,6.77%,08-05-2026,08-05-2026,Inter-se-Transfer,08-05-2026,,
BCONCEPTS,BRAND CONCEPTS LIMITED,Regulation 7 (2),Original,13-May-2026 12:36:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260513_123640_WEB.html,543442,BCONCEPTS,NOTLISTED,SWATI GUPTA,,2,Equity,Promoter and Director,Prateek Maheshwari,00039340,1376154,11.03%,1624220,0.00,Buy,3000374,24.04%,08-05-2026,08-05-2026,Inter-se-Transfer,08-05-2026,,
NRBBEARING,NRB BEARING LIMITED,Regulation 7 (2),Original,12-May-2026 18:56:21,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260512_185621_WEB.html,530367,NRBBEARING,NA,Ms. Khyati Danani,,1,Equity,Promoter,Trilochan Singh Sahney Trust 1,,6785123,7.00%,1500362,"495,164,471.00",Sell,5284761,5.45%,11-05-2026,11-05-2026,Market Sale,12-05-2026,,
NRBBEARING,NRB BEARING LIMITED,Regulation 7 (2),Original,12-May-2026 18:56:21,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260512_185621_WEB.html,530367,NRBBEARING,NA,Ms. Khyati Danani,,2,Equity,Promoter,Trilochan Singh Sahney Trust 1,,5284761,5.45%,1883448,"614,286,565.00",Pledge Revoke,5284761,5.45%,12-05-2026,12-05-2026,Pledge Release,12-05-2026,,
NRBBEARING,NRB BEARING LIMITED,Regulation 7 (2),Original,12-May-2026 18:56:21,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260512_185621_WEB.html,530367,NRBBEARING,NA,Ms. Khyati Danani,,3,Equity,Promoter,Harshbeena Zaveri,,40207885,41.48%,1122580,"366,129,467.00",Pledge Revoke,40207885,41.48%,12-05-2026,12-05-2026,Pledge Release,12-05-2026,,
GRAVITA,GRAVITA INDIA LIMITED,Regulation 7 (2),Original,12-May-2026 17:17:42,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260512_171742_WEB.html,533282,GRAVITA,NOTLISTED,NITIN GUPTA,,1,Equity,Trust,Gravita Employee Welfare Trust,,975698,1.32%,700,"1,262,800.00",Sell,974998,1.32%,11-05-2026,11-05-2026,Market Sale,12-05-2026,,
AQYLON,AQYLON NEXUS LIMITED,Regulation 7 (2),Original,12-May-2026 12:28:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260512_122820_WEB.html,530943,AQYLON,NOTLISTED,SRIVATSAVA SUNKARA,,1,Equity,Promoter,KURJIBHAI PREMJIBHAI RUPARELIYA,05109049,136815762,53.92%,5088883,"259,881,113.00",Sell,131726879,51.92%,07-05-2026,11-05-2026,Market Sale,11-05-2026,,
AURUM,AURUM PROPTECH LIMITED,Regulation 7 (2),Original,11-May-2026 19:47:51,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260511_194751_WEB.html,539289,AURUM,NOTLISTED,Pranali Desale,,1,Equity,Promoter,Aurum RealEstate Developers Limited,U45400MH2007FLC174767,36342455,47.41%,20000,"3,548,777.00",Buy,36362455,47.44%,11-05-2026,11-05-2026,Market Purchase,11-05-2026,,
SANGAMIND,Sangam (India) Limited,Regulation 7 (2),Original,09-May-2026 16:11:06,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260509_161106_WEB.html,514234,SANGAMIND,NOTLISTED,Arjun Agal,,1,Equity,Trust,Sangam (India) Limited Employees Welfare Trust,,934293,1.86%,850,"273,833.00",Sell,933443,1.86%,06-05-2026,08-05-2026,ESOP,08-05-2026,,
CGCL,Capri Global Capital Limited,Regulation 7 (2),Original,08-May-2026 21:05:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_210530_WEB.html,531595,CGCL,NOTLISTED,Yashesh Bhatt,,1,Equity,Employee,Narendra Arya,,24000,0.00%,17650,"3,549,123.00",Sell,6350,0.00%,08-05-2026,08-05-2026,Market Sale,08-05-2026,,
MAHABANK,Bank of Maharashtra,Regulation 7 (2),Original,08-May-2026 18:17:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_181741_WEB.html,532525,MAHABANK,NOTLISTED,Vishal Sethia,,1,Equity,Designated Person,Shirish Salway,,30000,0.00%,20000,"1,244,391.00",Sell,10000,0.00%,23-03-2026,23-03-2026,Market Sale,08-05-2026,,
MAHABANK,Bank of Maharashtra,Regulation 7 (2),Original,08-May-2026 18:17:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_181741_WEB.html,532525,MAHABANK,NOTLISTED,Vishal Sethia,,2,Equity,Designated Person,S. Natrajan Iyer Sambasevan,,0,0.00%,11185,"731,976.00",Buy,11185,0.00%,20-01-2026,13-03-2026,Market Purchase,08-05-2026,,
MAHABANK,Bank of Maharashtra,Regulation 7 (2),Original,08-May-2026 18:17:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_181741_WEB.html,532525,MAHABANK,NOTLISTED,Vishal Sethia,,3,Equity,Designated Person,S. Natrajan Iyer Sambasevan,,11185,0.00%,6500,"428,035.00",Sell,4685,0.00%,20-01-2026,17-03-2026,Market Sale,08-05-2026,,
MAHABANK,Bank of Maharashtra,Regulation 7 (2),Original,08-May-2026 18:17:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_181741_WEB.html,532525,MAHABANK,NOTLISTED,Vishal Sethia,,4,Equity,Designated Person,S. Natrajan Iyer Sambasevan,,4685,0.00%,1050,"66,571.00",Buy,5735,0.00%,20-01-2026,17-03-2026,Market Purchase,08-05-2026,,
MAHABANK,Bank of Maharashtra,Regulation 7 (2),Original,08-May-2026 18:17:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_181741_WEB.html,532525,MAHABANK,NOTLISTED,Vishal Sethia,,5,Equity,Designated Person,S. Natrajan Iyer Sambasevan,,5735,0.00%,1685,"110,299.00",Sell,4050,0.00%,20-01-2026,17-03-2026,Market Sale,08-05-2026,,
MAHABANK,Bank of Maharashtra,Regulation 7 (2),Original,08-May-2026 18:17:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_181741_WEB.html,532525,MAHABANK,NOTLISTED,Vishal Sethia,,6,Equity,Designated Person,Sashanka Sekhar Sahu,,11950,0.00%,11950,"798,345.00",Sell,0,0.00%,20-01-2026,17-03-2026,Market Sale,08-05-2026,,
MAHABANK,Bank of Maharashtra,Regulation 7 (2),Original,08-May-2026 18:17:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_181741_WEB.html,532525,MAHABANK,NOTLISTED,Vishal Sethia,,7,Equity,Designated Person,Sashanka Sekhar Sahu,,0,0.00%,3400,"218,222.00",Buy,3400,0.00%,09-03-2026,30-03-2026,Market Purchase,08-05-2026,,
KOTYARK,KOTYARK INDUSTRIES LIMITED,Regulation 7 (2),Original,08-May-2026 15:27:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_152728_WEB.html,544726,KOTYARK,NOTLISTED,BHAVESH NAGAR,,1,Equity,Promoter Group,GAURANG R SHAH HUF,,230248,2.24%,135382,"55,920,353.00",Sell,94866,0.92%,04-05-2026,04-05-2026,Market Sale,06-05-2026,,
KOTYARK,KOTYARK INDUSTRIES LIMITED,Regulation 7 (2),Original,08-May-2026 15:27:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_152728_WEB.html,544726,KOTYARK,NOTLISTED,BHAVESH NAGAR,,2,Equity,Promoter Group,GAURANG R SHAH HUF,,94866,0.92%,94866,"39,292,055.00",Sell,0,0.00%,05-05-2026,05-05-2026,Market Sale,07-05-2026,,
KOTYARK,KOTYARK INDUSTRIES LIMITED,Regulation 7 (2),Original,08-May-2026 15:27:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_152728_WEB.html,544726,KOTYARK,NOTLISTED,BHAVESH NAGAR,,3,Equity,Promoter Group,BHAVINIBEN GAURANG SHAH,,883887,8.60%,84344,"34,466,340.00",Sell,799543,7.78%,05-05-2026,06-05-2026,Market Sale,07-05-2026,,
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,Regulation 7 (2),Original,08-May-2026 11:52:39,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260508_115239_WEB.html,544484,BLUESTONE,NOTLISTED,GAURAV SINGH KUSWAHA,,1,Equity,Designated Person,Harshit Desai,,13817,0.01%,13817,"6,806,278.00",Sell,0,0.01%,05-05-2026,05-05-2026,Market Sale,06-05-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,07-May-2026 19:13:56,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260507_191356_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,1,Equity,Employee,SACHIN VASANT DIKONDA,,2000,0.00%,700,"1,069,026.00",Sell,1300,0.00%,05-05-2026,05-05-2026,Market Sale,05-05-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,07-May-2026 19:13:56,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260507_191356_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,2,Equity,Employee,ABHIJIT MURLIDHAR KULKARNI,,2175,0.00%,1700,"2,596,810.00",Sell,475,0.00%,05-05-2026,05-05-2026,Market Sale,05-05-2026,,
WIPRO,WIPRO LIMITED,Regulation 7 (2),Original,07-May-2026 17:26:15,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260507_172615_WEB.html,507685,WIPRO,NOTLISTED,M SANAULLA KHAN,,1,Any other instrument,Designated Person,Satyaki Banerjee,,28418,0.00%,15000,"2,865,091.00",Sell,13418,0.00%,05-05-2026,05-05-2026,Market Sale,05-05-2026,,
RELTD,RAVINDRA ENERGY LIMITED,Regulation 7 (3),Original,06-May-2026 18:45:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260506_184530_WEB.html,504341,RELTD,NOTLISTED,MADHUKAR R SHIPURKAR,,1,Equity,Connected Person,Shree Renuka Sugars Development Foundation,,4145000,2.32%,345000,"47,614,847.00",Sell,3800000,2.13%,04-05-2026,06-05-2026,Market Sale,06-05-2026,,
UNIECOM,UNICOMMERCE ESOLUTIONS LIMITED,Regulation 7 (2),Original,06-May-2026 13:44:23,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260506_134423_WEB.html,544227,UNIECOM,NOTLISTED,Anil Dhiman,,1,Equity,Employee,Ankit Jain,,816384,0.73%,45000,"4,245,995.00",Sell,771384,0.69%,04-05-2026,04-05-2026,Market Sale,05-05-2026,,
UNIECOM,UNICOMMERCE ESOLUTIONS LIMITED,Regulation 7 (2),Original,06-May-2026 13:44:23,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260506_134423_WEB.html,544227,UNIECOM,NOTLISTED,Anil Dhiman,,2,Equity,Employee,Ankit Jain,,771384,0.69%,30000,"2,743,685.00",Sell,741384,0.69%,05-05-2026,05-05-2026,Market Sale,05-05-2026,,
INFY,Infosys Limited,Regulation 7 (2),Original,05-May-2026 20:27:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260505_202708_WEB.html,500209,INFY,NA,Manikantha A.G.S,,1,Any other instrument,Designated Person,Mitrankur Majumdar,,30148,0.00%,3100,"3,684,711.00",Buy,33248,0.00%,30-04-2026,30-04-2026,ESOP,30-04-2026,,
INFY,Infosys Limited,Regulation 7 (2),Original,05-May-2026 20:27:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260505_202708_WEB.html,500209,INFY,NA,Manikantha A.G.S,,2,Any other instrument,Designated Person,Ramesh J. Chougule,,0,0.00%,3351,"3,983,054.00",Buy,3351,0.00%,30-04-2026,30-04-2026,ESOP,30-04-2026,,
TIPSMUSIC,TIPS MUSIC LIMITED,Regulation 7 (2),Original,05-May-2026 15:59:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260505_155918_WEB.html,532375,TIPSMUSIC,NOTLISTED,BIJAL PATEL,,1,Equity,Employee,Mahekk Bachani,,1910,0.00%,1910,"1,253,622.00",Sell,0,0.00%,29-04-2026,29-04-2026,Market Sale,30-04-2026,,
CINELINE,CINELINE INDIA LIMITED,Regulation 7 (2),Original,04-May-2026 18:26:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260504_182652_WEB.html,532807,CINELINE,NOTLISTED,Rasesh Kanakia,,1,Equity,Promoter Group,RUPAL KANAKIA,00015888,2428844,7.09%,100000,"8,584,000.00",Pledge Revoke,2428844,7.09%,29-04-2026,29-04-2026,Pledge Release,04-05-2026,,
RESPONIND,Responsive Industries Limited,Regulation 7 (2),Original,04-May-2026 17:51:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260504_175110_WEB.html,505509,RESPONIND,NOTLISTED,Mehul Vala,,1,Equity,Promoter Group,Fairpoint Tradecom LLP,,24650000,9.25%,300000,"47,520,000.00",Pledge Revoke,24650000,9.25%,24-04-2026,24-04-2026,Pledge Release,29-04-2026,,
LALPATHLAB,DR. LAL PATHLABS LIMITED,Regulation 7 (2),Original,03-May-2026 02:40:04,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260503_024003_WEB.html,539524,LALPATHLAB,NOTLISTED,VINAY GUJRAL,,1,Equity,Other,Dr. Lal PathLabs Employee Welfare Trust,,577246,0.34%,82750,"94,434,300.00",Buy,659996,0.39%,30-04-2026,30-04-2026,ESOP,01-05-2026,,
RELTD,Ravindra Energy Limited,Regulation 7 (2),Original,03-May-2026 01:25:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260503_012537_WEB.html,504341,RELTD,NOTLISTED,Madhukar Shipurkar,,1,Equity,Director,Shantanu Lath,07876175,50000,0.03%,70000,"7,000,000.00",Buy,120000,0.07%,29-04-2026,29-04-2026,ESOP,02-05-2026,,
BIL,BHARTIYA INTERNATIONAL LIMITED,Regulation 7 (2),Original,14-Sep-2026 14:45:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1877_20260914_144555598_WEB.html,526666,BIL,NOTLISTED,YOGESH KUMAR GAUTAM,,1,Equity,KMP,RAJ KUMAR CHAWLA,,6527,0.05%,1,930.00,Buy,6528,0.05%,08-09-2026,08-09-2026,Market Purchase,11-09-2026,,
