Symbol,Company Name,Regulation,Type of Submission,Broadcast Date/Time,Details URL,Scrip Code,NSE Symbol,MSEI Symbol,Name of Signatory,Designation of Signatory,Sr. No.,Type of Instrument,Category of Person,Name of Person,CIN/DIN,Securities Held Prior (No.),Securities Held Prior (%),Securities Acquired/Disposed (No.),Securities Acquired/Disposed (Value),Transaction Type,Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Date of Intimation,Exchange,Notes
STEL,STEL HOLDINGS LIMITED,Regulation 7 (2),Original,31-Aug-2026 23:39:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4020_20260831_233952436_WEB.html,533316,STEL,NOTLISTED,SRUTHI SINDHU,,1,Equity,Promoter Group,SOFREAL MERCANTRADE PRIVATE LTD,U51103MH2012PTC236810,260373,1.41%,1353,"839,768.00",Buy,261726,1.42%,26-08-2026,26-08-2026,Market Purchase,28-08-2026,,
STEL,STEL HOLDINGS LIMITED,Regulation 7 (2),Original,31-Aug-2026 23:39:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4020_20260831_233952436_WEB.html,533316,STEL,NOTLISTED,SRUTHI SINDHU,,2,Equity,Promoter Group,SOFREAL MERCANTRADE PRIVATE LTD,U51103MH2012PTC236810,261726,1.42%,2543,"2,423,421.00",Buy,264269,1.43%,27-08-2026,27-08-2026,Market Purchase,28-08-2026,,
STEL,STEL HOLDINGS LIMITED,Regulation 7 (2),Original,31-Aug-2026 23:39:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4020_20260831_233952436_WEB.html,533316,STEL,NOTLISTED,SRUTHI SINDHU,,3,Equity,Promoter Group,SOFREAL MERCANTRADE PRIVATE LTD,U51103MH2012PTC236810,264269,1.43%,8,"4,935.00",Buy,264277,1.43%,27-08-2026,27-08-2026,Market Purchase,28-08-2026,,
ROTO,Roto Pumps Limited,Regulation 7 (2),Original,31-Aug-2026 18:17:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20335_20260831_181723967_WEB.html,517500,ROTO,NOTLISTED,Ashwani K. Verma,,1,Equity,Promoter Group,Shalini Gupta,,614020,0.33%,4900,"317,830.00",Sell,609120,0.32%,25-08-2026,27-08-2026,Market Sale,27-08-2026,,
GRAVITA,GRAVITA INDIA LIMITED,Regulation 7 (2),Original,31-Aug-2026 17:35:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3733_20260831_173510466_WEB.html,533282,GRAVITA,NOTLISTED,NITIN GUPTA,,1,Equity,Trust,Gravita Employee Welfare Trust,,961249,1.30%,2062,"3,758,772.00",Sell,959187,1.30%,28-08-2026,28-08-2026,Market Sale,29-08-2026,,
GREENPANEL,Greenpanel Industries Limited,Regulation 7 (2),Original,31-Aug-2026 17:05:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17613_20260831_170553237_WEB.html,542857,GREENPANEL,NOTLISTED,Lawkush Prasad,,1,Equity,Promoter and Director,Shobhan Mittal,00347517,16823899,13.72%,61500,"9,904,150.00",Buy,16885399,13.77%,27-08-2026,28-08-2026,Market Purchase,31-08-2026,,
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Regulation 7 (2),Original,31-Aug-2026 16:08:56,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2588_20260831_160856411_WEB.html,532842,SRHHYPOLTD,NOTLISTED,V Surekha,,1,Equity,Promoter Group,TGV Industries Private Limited,U28999AP2020PTC113982,17196,0.10%,2663,"1,314,723.00",Buy,19859,0.12%,31-08-2026,31-08-2026,Market Purchase,31-08-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,31-Aug-2026 15:49:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260831_154914557_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,,1,Equity,Trust,Info Edge Employees Stock Option Plan Trust,,450169,0.07%,15716,"31,432.00",Sell,434453,0.07%,27-08-2026,27-08-2026,ESOP,31-08-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,31-Aug-2026 15:49:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260831_154914557_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,,2,Equity,Designated Person,Rinchan Gupta,,53594,0.01%,3000,"4,056,110.00",Sell,50594,0.01%,27-08-2026,28-08-2026,Market Sale,28-08-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,31-Aug-2026 15:49:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260831_154914557_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,,3,Equity,Designated Person,Nitin Bansal,,28421,0.00%,5000,"6,750,000.00",Sell,23421,0.00%,28-08-2026,28-08-2026,Market Sale,29-08-2026,,
HINDCON,Hindcon Chemicals Limited,Regulation 7 (2),Original,31-Aug-2026 14:42:43,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15847_20260831_144243248_WEB.html,000000,HINDCON,NA,Sanjay Goenka,,1,Equity,Promoter,Hindcon Solutions Private Limited,,12673388,24.76%,4714,"107,542.00",Buy,12678102,24.77%,28-08-2026,28-08-2026,Market Purchase,31-08-2026,,
ECLERX,eClerx Services Ltd,Regulation 7 (2),Original,31-Aug-2026 13:19:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2698_20260831_131918582_WEB.html,532927,ECLERX,NOTLISTED,Pratik Bhanushali,,1,Equity,Trust,Eclerx Employee Welfare,,2165576,2.30%,12229,"23,723,752.00",Buy,2177805,2.32%,27-08-2026,27-08-2026,Market Purchase,28-08-2026,,
ECLERX,eClerx Services Ltd,Regulation 7 (2),Original,31-Aug-2026 13:19:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2698_20260831_131918582_WEB.html,532927,ECLERX,NOTLISTED,Pratik Bhanushali,,2,Equity,Trust,Eclerx Employee Welfare,,2177805,2.32%,12151,"23,723,778.00",Buy,2189956,2.33%,28-08-2026,28-08-2026,Market Purchase,28-08-2026,,
ALMONDZ,ALMONDZ GLOBAL SECURITIES LIMITED,Regulation 7 (2),Original,31-Aug-2026 12:19:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2757_20260831_121926092_WEB.html,531400,ALMONDZ,NOTLISTED,AJAY PRATAP,,1,Equity,Promoter,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,U74899DL1994PTC057217,195000,0.10%,5000,"80,864.00",Buy,200000,0.10%,28-08-2026,28-08-2026,Market Purchase,31-08-2026,,
RAJMET,Rajnandini Metal Limited,Regulation 7 (2),Original,31-Aug-2026 11:31:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16759_20260831_113108111_WEB.html,000000,RAJMET,NOTLISTED,Manoj Kumar Jangir,,1,Equity,Promoter,Het Ram,,85354477,30.87%,500000,"1,565,000.00",Sell,84854477,30.69%,26-08-2026,26-08-2026,Market Sale,28-08-2026,,
PATINTLOG,Patel Integrated Logistics Limited,Regulation 7 (2),Original,29-Aug-2026 19:57:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2705_20260829_195722297_WEB.html,526381,PATINTLOG,NA,Avinash Paul Raj,,1,Equity,Promoter,Asgar Shakoor Patel,,4911704,7.65%,263000,"3,504,960.00",Sell,4648704,7.24%,24-08-2026,27-08-2026,Inter-se-Transfer,28-08-2026,,
PATINTLOG,Patel Integrated Logistics Limited,Regulation 7 (2),Original,29-Aug-2026 19:57:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2705_20260829_195722297_WEB.html,526381,PATINTLOG,NA,Avinash Paul Raj,,2,Equity,Promoter Group,NATASHA NISHQA TANISHA FAMILY BENEFICIARIES TRUST,,1404683,2.19%,263000,"3,526,000.00",Buy,1667683,2.60%,24-08-2026,27-08-2026,Inter-se-Transfer,28-08-2026,,
NURECA,NURECA LIMITED,Regulation 7 (2),Original,29-Aug-2026 17:08:45,https://nsearchives.nseindia.com/corporate/ixbrl/IT_18918_20260829_170845743_WEB.html,543264,NURECA,NOTLISTED,NISHU KANSAL,,1,Equity,Promoter Group,SMITA GOYAL,08929179,45320,0.47%,1035,"313,232.00",Buy,46355,0.49%,26-08-2026,26-08-2026,Market Purchase,27-08-2026,,
NURECA,NURECA LIMITED,Regulation 7 (2),Original,29-Aug-2026 17:08:45,https://nsearchives.nseindia.com/corporate/ixbrl/IT_18918_20260829_170845743_WEB.html,543264,NURECA,NOTLISTED,NISHU KANSAL,,2,Equity,Promoter Group,SMITA GOYAL,08929179,46355,0.49%,1657,"510,373.00",Buy,48012,0.50%,27-08-2026,27-08-2026,Market Purchase,28-08-2026,,
NURECA,NURECA LIMITED,Regulation 7 (2),Original,29-Aug-2026 17:08:45,https://nsearchives.nseindia.com/corporate/ixbrl/IT_18918_20260829_170845743_WEB.html,543264,NURECA,NOTLISTED,NISHU KANSAL,,3,Equity,Promoter Group,SMITA GOYAL,08929179,48012,0.50%,6682,"2,228,982.00",Buy,54694,0.57%,28-08-2026,28-08-2026,Market Purchase,29-08-2026,,
NURECA,NURECA LIMITED,Regulation 7 (2),Original,29-Aug-2026 17:08:45,https://nsearchives.nseindia.com/corporate/ixbrl/IT_18918_20260829_170845743_WEB.html,543264,NURECA,NOTLISTED,NISHU KANSAL,,4,Equity,Promoter Group,SMITA GOYAL,08929179,54694,0.57%,600,"201,583.00",Buy,55294,0.58%,28-08-2026,28-08-2026,Market Purchase,29-08-2026,,
SIGIND,Signet Industries Limited,Regulation 7 (2),Original,29-Aug-2026 14:54:05,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16593_20260829_145405541_WEB.html,512131,SIGIND,NOTLISTED,Preeti Singh,,1,Equity,Promoter and Director,Mukesh Sangla,00189676,1269848,4.31%,10179,"694,714.00",Buy,1280027,4.34%,25-08-2026,25-08-2026,Market Purchase,26-08-2026,,
SANGAMIND,SANGAM (INDIA) LIMITED,Regulation 7 (2),Original,29-Aug-2026 11:34:51,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1381_20260829_113450933_WEB.html,514234,SANGAMIND,NOTLISTED,ARJUN AGAL,,1,Equity,Trust,Sangam (India) Limited Employees Welfare Trust,,904768,1.80%,14032,"8,006,954.00",Buy,918800,1.83%,26-08-2026,27-08-2026,Market Purchase,28-08-2026,,
SANGAMIND,SANGAM (INDIA) LIMITED,Regulation 7 (2),Original,29-Aug-2026 11:34:51,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1381_20260829_113450933_WEB.html,514234,SANGAMIND,NOTLISTED,ARJUN AGAL,,2,Equity,Trust,Sangam (India) Limited Employees Welfare Trust,,918800,1.83%,1800,"519,891.00",Sell,917000,1.83%,27-08-2026,27-08-2026,ESOP,28-08-2026,,
NECCLTD,NORTH EASTERN CARRYING CORPORATION LIMITED,Regulation 7 (2),Original,29-Aug-2026 10:13:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13506_20260829_101312424_WEB.html,534615,NECCLTD,NOTLISTED,RAKESH,,1,Equity,Promoter Group,N.E.C.C. SECURITIES PRIVATE LIMITED,U74899DL1991PTC044908,14548072,13.92%,500000,"8,750,000.00",Sell,14048072,13.44%,26-08-2026,27-08-2026,Market Sale,28-08-2026,,
JINDALSTEL,JINDAL STEEL LIMITED,Regulation 7 (2),Original,28-Aug-2026 18:43:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1816_20260828_184330314_WEB.html,532286,JINDALSTEL,NOTLISTED,Damodar Mittal,,1,Equity,Promoter Group,Sarika Jhunjhnuwala,,477400,0.05%,95000,"108,203,920.00",Sell,382400,0.04%,24-08-2026,25-08-2026,Market Sale,26-08-2026,,
GANESHBE,GANESH BENZOPLAST LIMITED,Regulation 7 (2),Original,28-Aug-2026 17:53:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19975_20260828_175348328_WEB.html,500153,GANESHBE,NOTLISTED,Ekta Dhanda,,1,Equity,Promoter,RISHI PILANI,00901627,1776003,2.47%,1776003,2.00,Sell,0,0.00%,26-08-2026,26-08-2026,Inter-se-Transfer,28-08-2026,,
GANESHBE,GANESH BENZOPLAST LIMITED,Regulation 7 (2),Original,28-Aug-2026 17:53:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19975_20260828_175348328_WEB.html,500153,GANESHBE,NOTLISTED,Ekta Dhanda,,2,Equity,Promoter,POONAM PILANI,02855014,1080807,1.50%,1080807,2.00,Sell,0,0.00%,26-08-2026,26-08-2026,Inter-se-Transfer,28-08-2026,,
GANESHBE,GANESH BENZOPLAST LIMITED,Regulation 7 (2),Original,28-Aug-2026 17:53:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19975_20260828_175348328_WEB.html,500153,GANESHBE,NOTLISTED,Ekta Dhanda,,3,Equity,Promoter Immediate Relative,RAVI PILANI,00901635,0,0.00%,2856810,4.00,Buy,2856810,3.97%,26-08-2026,26-08-2026,Inter-se-Transfer,28-08-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,28-Aug-2026 15:36:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260828_153658401_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,1,Equity,Designated Person,Shankar Radha Kantam Manchikanti,,189998,0.04%,2000,"1,803,010.00",Sell,187998,0.04%,21-08-2026,24-08-2026,Market Sale,26-08-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,28-Aug-2026 15:36:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260828_153658401_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,2,Equity,Designated Person,Umamaheswara Varma Gudur,,1243574,0.26%,63574,"56,823,077.00",Sell,1180000,0.24%,25-08-2026,25-08-2026,Market Sale,26-08-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,28-Aug-2026 15:36:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260828_153658401_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,3,Equity,Designated Person,Manoj Rajmal Kabre,,792000,0.16%,45000,"40,500,000.00",Sell,747000,0.15%,25-08-2026,25-08-2026,Market Sale,26-08-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,28-Aug-2026 15:36:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260828_153658401_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,4,Equity,Designated Person,Jagadish Govindrao Holla,,1831746,0.38%,50000,"45,250,000.00",Sell,1781746,0.37%,25-08-2026,25-08-2026,Market Sale,26-08-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,28-Aug-2026 15:36:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260828_153658401_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,5,Equity,Designated Person,Melagiriyappa Giriyappa,,1209000,0.25%,10000,"8,897,300.00",Sell,1199000,0.25%,25-08-2026,25-08-2026,Market Sale,27-08-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,28-Aug-2026 15:36:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260828_153658401_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,6,Equity,Designated Person,Umamaheswara Varma Gudur,,1180000,0.24%,79741,"71,716,663.00",Sell,1100259,0.23%,26-08-2026,26-08-2026,Market Sale,26-08-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,28-Aug-2026 15:36:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260828_153658401_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,7,Equity,Designated Person,Manoj Rajmal Kabre,,747000,0.15%,15000,"13,700,850.00",Sell,732000,0.15%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,28-Aug-2026 15:36:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260828_153658401_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,8,Equity,Designated Person,Manoj Rajmal Kabre,,732000,0.15%,135000,"122,499,000.00",Sell,597000,0.12%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,28-Aug-2026 15:36:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260828_153658401_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,9,Equity,Designated Person,Ravi Bapatla,,1289000,0.27%,50000,"44,800,000.00",Sell,1239000,0.26%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,28-Aug-2026 15:36:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260828_153658401_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,10,Equity,Designated Person,Rangeneni Saikrishna Rayalu,,1269000,0.26%,105000,"94,080,000.00",Sell,1164000,0.24%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
INDOMIM,INDO-MIM Limited,Regulation 7 (2),Original,28-Aug-2026 15:36:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_27036_20260828_153658401_WEB.html,544837,INDOMIM,NOTLISTED,Santosh Kumar Dash,,11,Equity,Designated Person,Jagadish Govindrao Holla,,1781746,0.37%,90000,"81,900,000.00",Sell,1691746,0.35%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
DIVISLAB,Divi's Laboratories Limited,Regulation 7 (2),Original,28-Aug-2026 11:23:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2132_20260828_112328755_WEB.html,532488,DIVISLAB,NOTLISTED,M. Satish Choudhury,,1,Equity,Immediate Relative,K. Sridevi,,3300,0.00%,200,"1,770,000.00",Sell,3100,0.00%,26-08-2026,26-08-2026,Market Sale,28-08-2026,,
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Regulation 7 (2),Original,27-Aug-2026 22:07:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260827_220716089_WEB.html,532980,GOKUL,NOTLISTED,NIKHILKUMAR VADERA,,1,Equity,Promoter,Bhikhiben Balvantsinh Rajput,01054941,22951957,23.18%,3650,"162,818.00",Buy,22955607,23.19%,26-08-2026,26-08-2026,Market Purchase,27-08-2026,,
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,Regulation 7 (2),Original,27-Aug-2026 19:25:13,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19313_20260827_192513625_WEB.html,543281,SUVIDHAA,NOTLISTED,BHUMI MISTRY,,1,Equity,Director,Prashant Prahaladray Thakar,03179115,3617088,1.72%,145568,"335,403.00",Sell,3471520,1.65%,27-08-2026,27-08-2026,Market Sale,27-08-2026,,
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,Regulation 7 (2),Original,27-Aug-2026 19:25:13,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19313_20260827_192513625_WEB.html,543281,SUVIDHAA,NOTLISTED,BHUMI MISTRY,,2,Equity,Director,Prashant Prahaladray Thakar,03179115,3471520,1.65%,33284,"76,719.00",Sell,3438236,1.63%,27-08-2026,27-08-2026,Market Sale,27-08-2026,,
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,Regulation 7 (2),Original,27-Aug-2026 18:34:17,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24645_20260827_183417085_WEB.html,544534,JARO,NOTLISTED,KIRTIKA CHAUHAN,,1,Equity,Promoter,Sanjay Namdeo Salunkhe,,12314166,55.29%,20018,"9,251,606.00",Buy,12334184,55.38%,26-08-2026,26-08-2026,Market Purchase,27-08-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,27-Aug-2026 17:50:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260827_175018470_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,1,Equity,Other,JSW Steel Employees Welfare Trust -  OPJ ESOP Plan 2021 A/c,Z99999ZZ9999ZZZ999999,3945056,0.16%,9712,"12,771,355.00",Sell,3935344,0.16%,25-08-2026,25-08-2026,Market Sale,27-08-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,27-Aug-2026 17:50:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260827_175018470_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,2,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,3935344,0.16%,2336,"3,071,895.00",Sell,3933008,0.16%,25-08-2026,25-08-2026,Market Sale,27-08-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,27-Aug-2026 17:50:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260827_175018470_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,3,Equity,Other,JSW Steel Employees Welfare Trust -  OPJ ESOP Plan 2021 A/c,Z99999ZZ9999ZZZ999999,3933008,0.16%,144,144.00,Sell,3932864,0.16%,25-08-2026,25-08-2026,Off Market,27-08-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,27-Aug-2026 17:50:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260827_175018470_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,4,Equity,Other,JSW Steel Employees Welfare Trust -  OPJ ESOP Plan 2021 A/c,Z99999ZZ9999ZZZ999999,3932864,0.16%,4867,"6,513,351.00",Sell,3927997,0.16%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,27-Aug-2026 17:50:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260827_175018470_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,5,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,3927997,0.16%,1880,"2,515,440.00",Sell,3926117,0.16%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,27-Aug-2026 17:50:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260827_175018470_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,6,Equity,Other,JSW Steel Employees Welfare Trust -  OPJ ESOP Plan 2021 A/c,Z99999ZZ9999ZZZ999999,3926117,0.16%,4678,"6,245,132.00",Sell,3921439,0.16%,27-08-2026,27-08-2026,Market Sale,27-08-2026,,
JSWSTEEL,JSW STEEL LIMITED,Regulation 7 (2),Original,27-Aug-2026 17:50:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2266_20260827_175018470_WEB.html,500228,JSWSTEEL,NA,SWAYAM SAURABH,,7,Equity,Other,JSW Steel Employees Welfare Trust -  JSWSL OPJ Samruddhi  Plan 2021 A/c,Z99999ZZ9999ZZZ999999,3921439,0.16%,1373,"1,832,955.00",Sell,3920066,0.16%,27-08-2026,27-08-2026,Market Sale,27-08-2026,,
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Regulation 7 (2),Original,27-Aug-2026 17:04:54,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2588_20260827_170454525_WEB.html,532842,SRHHYPOLTD,NOTLISTED,V Surekha,,1,Equity,Promoter Group,TGV Industries Private Limited,U28999AP2020PTC113982,8000,0.05%,1000,"473,208.00",Buy,9000,0.05%,26-08-2026,26-08-2026,Market Purchase,26-08-2026,,
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Regulation 7 (2),Original,27-Aug-2026 17:04:54,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2588_20260827_170454525_WEB.html,532842,SRHHYPOLTD,NOTLISTED,V Surekha,,2,Equity,Promoter Group,TGV Industries Private Limited,U28999AP2020PTC113982,9000,0.05%,5600,"2,639,678.00",Buy,14600,0.09%,27-08-2026,27-08-2026,Market Purchase,27-08-2026,,
WABAG,VA TECH WABAG LIMITED,Regulation 7 (2),Original,27-Aug-2026 16:17:23,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3630_20260827_161723574_WEB.html,533269,WABAG,NOTLISTED,ANUP KUMAR SAMAL,,1,Equity,Designated Person,C SENTHIL KUMAR,,1842,0.00%,700,"1,501,750.00",Sell,1142,0.00%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
TAINWALCHM,TAINWALA CHEMICALS AND PLASTICS (INDIA) LIMITED,Regulation 7 (2),Original,27-Aug-2026 15:34:23,https://nsearchives.nseindia.com/corporate/ixbrl/IT_481_20260827_153423148_WEB.html,507785,TAINWALCHM,NOTLISTED,Divya Saboo,,1,Equity,Promoter Group,PERIWINKLE FASHIONS PRIVATE LIMITED,U74994MH2004PTC144846,45457,0.48%,1000,"216,990.00",Buy,46457,0.49%,26-08-2026,26-08-2026,Market Purchase,27-08-2026,,
MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED,Regulation 7 (2),Original,27-Aug-2026 15:07:54,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17639_20260827_150754255_WEB.html,544273,MGEL,NA,KARANSINGH I KARKI,,1,Equity,Directors Immediate Relative,Pritu Gupta,,465713,0.14%,50000,"726,500.00",Buy,515713,0.15%,24-08-2026,24-08-2026,Market Purchase,26-08-2026,,
PRECWIRE,PRECISION WIRES INDIA LIMITED,Regulation 7 (2),Original,27-Aug-2026 14:29:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_910_20260827_142902683_WEB.html,523539,PRECWIRE,NOTLISTED,DEEPIKA PANDEY,,1,Equity,Director,"Niraj 
Bhukhanwala",00113468,32445,0.02%,7500,"3,249,277.00",Sell,24945,0.01%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
NIITLTD,NIIT Limited,Regulation 7 (2),Original,27-Aug-2026 12:13:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2209_20260827_121316584_WEB.html,500304,NIITLTD,NOTLISTED,Arpita Bisaria Malhotra,,1,Equity,Promoter Group,Pawar Family Trust,,26923670,19.65%,47110,"4,420,551.00",Buy,26970780,19.69%,21-08-2026,24-08-2026,Market Purchase,25-08-2026,,
NIITLTD,NIIT Limited,Regulation 7 (2),Original,27-Aug-2026 12:13:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2209_20260827_121316584_WEB.html,500304,NIITLTD,NOTLISTED,Arpita Bisaria Malhotra,,2,Equity,Promoter Group,Thadani Family Trust,,27472254,20.05%,47110,"4,420,419.00",Buy,27519364,20.09%,21-08-2026,24-08-2026,Market Purchase,25-08-2026,,
INDOWIND,INDOWIND ENERGY LIMITED,Regulation 7 (2),Original,27-Aug-2026 11:09:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2653_20260827_110936588_WEB.html,532894,INDOWIND,NOTLISTED,B SHARATH,,1,Equity,Promoter Group,INDUS CAPITAL PRIVATE LIMITED,U67190MH2010PTC209634,17250059,10.71%,146546,"1,370,924.00",Buy,17396605,10.81%,24-08-2026,25-08-2026,Market Purchase,26-08-2026,,
ALEMBICLTD,Alembic Limited,Regulation 7 (2),Original,26-Aug-2026 19:34:06,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1817_20260826_193406018_WEB.html,506235,ALEMBICLTD,NOTLISTED,Keval Thakkar,,1,Equity,Promoter Group,Nirayu  Private Limited,U28100GJ1971PTC098778,162485147,63.28%,129136,"12,261,881.00",Buy,162614283,63.33%,25-08-2026,25-08-2026,Market Purchase,26-08-2026,,
